axe,prohibited,"Your item is prohibited to take with you past the airport security checkpoint.
The person carrying this item is considered to be a risk or threat to the security of the airport and the flight. Prohibited items detected at security control points will be discarded and will not be returned."
baseball bat,prohibited,"Your item is prohibited to take with you past the airport security checkpoint.
This item is allowed in your hold baggage that is checked-in at the bag-drop counter before security. 
A person carrying this item after the airport security checkpoint is considered to be a risk or threat to the security of the airport and the flight. Prohibited items detected at security control points will be discarded and will not be returned. "
baton,prohibited,"Your item is prohibited to take with you past the airport security checkpoint.
The person carrying this item is considered to be a risk or threat to the security of the airport and the flight. Prohibited items detected at security control points will be discarded and will not be returned."
blasting cap,prohibited,"Your item is prohibited to take with you past the airport security checkpoint.
The person carrying this item is considered to be a risk or threat to the security of the airport and the flight. Prohibited items detected at security control points will be discarded and will not be returned."
blowtorch,prohibited,"Your item is prohibited to take with you past the airport security checkpoint.
The person carrying this item is considered to be a risk or threat to the security of the airport and the flight. Prohibited items detected at security control points will be discarded and will not be returned."
bolt gun ,prohibited,"Your item is prohibited to take with you past the airport security checkpoint.
The person carrying this item is considered to be a risk or threat to the security of the airport and the flight. Prohibited items detected at security control points will be discarded and will not be returned."
bow,prohibited,"Your item is prohibited to take with you past the airport security checkpoint.
The person carrying this item is considered to be a risk or threat to the security of the airport and the flight. Prohibited items detected at security control points will be discarded and will not be returned."
box cutter,prohibited,"Your item is prohibited to take with you past the airport security checkpoint.
This item is allowed in your hold baggage that is checked-in at the bag-drop counter before security. 
A person carrying this item after the airport security checkpoint is considered to be a risk or threat to the security of the airport and the flight. Prohibited items detected at security control points will be discarded and will not be returned. "
capsicum spray,prohibited,"Your item is prohibited to take with you past the airport security checkpoint.
The person carrying this item is considered to be a risk or threat to the security of the airport and the flight. Prohibited items detected at security control points will be discarded and will not be returned."
catapult,prohibited,"Your item is prohibited to take with you past the airport security checkpoint.
This item is allowed in your hold baggage that is checked-in at the bag-drop counter before security. 
A person carrying this item after the airport security checkpoint is considered to be a risk or threat to the security of the airport and the flight. Prohibited items detected at security control points will be discarded and will not be returned. "
chisel,prohibited,"Your item is prohibited to take with you past the airport security checkpoint.
This item is allowed in your hold baggage that is checked-in at the bag-drop counter before security. 
A person carrying this item after the airport security checkpoint is considered to be a risk or threat to the security of the airport and the flight. Prohibited items detected at security control points will be discarded and will not be returned. "
cleaver,prohibited,"Your item is prohibited to take with you past the airport security checkpoint.
The person carrying this item is considered to be a risk or threat to the security of the airport and the flight. Prohibited items detected at security control points will be discarded and will not be returned."
club,prohibited,"Your item is prohibited to take with you past the airport security checkpoint.
This item is allowed in your hold baggage that is checked-in at the bag-drop counter before security. 
A person carrying this item after the airport security checkpoint is considered to be a risk or threat to the security of the airport and the flight. Prohibited items detected at security control points will be discarded and will not be returned. "
co2 gun ,prohibited,"Your item is prohibited to take with you past the airport security checkpoint.
The person carrying this item is considered to be a risk or threat to the security of the airport and the flight. Prohibited items detected at security control points will be discarded and will not be returned."
compressed air gun,prohibited,"Your item is prohibited to take with you past the airport security checkpoint.
The person carrying this item is considered to be a risk or threat to the security of the airport and the flight. Prohibited items detected at security control points will be discarded and will not be returned."
crampon,prohibited,"Your item is prohibited to take with you past the airport security checkpoint.
The person carrying this item is considered to be a risk or threat to the security of the airport and the flight. Prohibited items detected at security control points will be discarded and will not be returned."
crossbows,prohibited,"Your item is prohibited to take with you past the airport security checkpoint.
The person carrying this item is considered to be a risk or threat to the security of the airport and the flight. Prohibited items detected at security control points will be discarded and will not be returned."
crowbar,prohibited,"Your item is prohibited to take with you past the airport security checkpoint.
The person carrying this item is considered to be a risk or threat to the security of the airport and the flight. Prohibited items detected at security control points will be discarded and will not be returned."
darts game,prohibited,"Your item is prohibited to take with you past the airport security checkpoint.
The person carrying this item is considered to be a risk or threat to the security of the airport and the flight. Prohibited items detected at security control points will be discarded and will not be returned."
detonator,prohibited,"Your item is prohibited to take with you past the airport security checkpoint.
The person carrying this item is considered to be a risk or threat to the security of the airport and the flight. Prohibited items detected at security control points will be discarded and will not be returned."
drill ,prohibited,"Your item is prohibited to take with you past the airport security checkpoint.
This item is allowed in your hold baggage that is checked-in at the bag-drop counter before security. 
A person carrying this item after the airport security checkpoint is considered to be a risk or threat to the security of the airport and the flight. Prohibited items detected at security control points will be discarded and will not be returned. "
dynamite,prohibited,"Your item is prohibited to take with you past the airport security checkpoint.
The person carrying this item is considered to be a risk or threat to the security of the airport and the flight. Prohibited items detected at security control points will be discarded and will not be returned."
firearm,prohibited,"Your item is prohibited to take with you past the airport security checkpoint.
The person carrying this item is considered to be a risk or threat to the security of the airport and the flight. Prohibited items detected at security control points will be discarded and will not be returned."
firework ,prohibited,"Your item is prohibited to take with you past the airport security checkpoint.
The person carrying this item is considered to be a risk or threat to the security of the airport and the flight. Prohibited items detected at security control points will be discarded and will not be returned."
fishing rod,prohibited,"Your item is prohibited to take with you past the airport security checkpoint.
This item is allowed in your hold baggage that is checked-in at the bag-drop counter before security. 
A person carrying this item after the airport security checkpoint is considered to be a risk or threat to the security of the airport and the flight. Prohibited items detected at security control points will be discarded and will not be returned. "
fuse,prohibited,"Your item is prohibited to take with you past the airport security checkpoint.
The person carrying this item is considered to be a risk or threat to the security of the airport and the flight. Prohibited items detected at security control points will be discarded and will not be returned."
golf club,prohibited,"Your item is prohibited to take with you past the airport security checkpoint.
This item is allowed in your hold baggage that is checked-in at the bag-drop counter before security. 
A person carrying this item after the airport security checkpoint is considered to be a risk or threat to the security of the airport and the flight. Prohibited items detected at security control points will be discarded and will not be returned. "
grenade,prohibited,"Your item is prohibited to take with you past the airport security checkpoint.
The person carrying this item is considered to be a risk or threat to the security of the airport and the flight. Prohibited items detected at security control points will be discarded and will not be returned."
gun,prohibited,"Your item is prohibited to take with you past the airport security checkpoint.
The person carrying this item is considered to be a risk or threat to the security of the airport and the flight. Prohibited items detected at security control points will be discarded and will not be returned."
gunpowder,prohibited,"Your item is prohibited to take with you past the airport security checkpoint.
The person carrying this item is considered to be a risk or threat to the security of the airport and the flight. Prohibited items detected at security control points will be discarded and will not be returned."
hammer,prohibited,"Your item is prohibited to take with you past the airport security checkpoint.
This item is allowed in your hold baggage that is checked-in at the bag-drop counter before security. 
A person carrying this item after the airport security checkpoint is considered to be a risk or threat to the security of the airport and the flight. Prohibited items detected at security control points will be discarded and will not be returned. "
handcuffs,prohibited,"Your item is prohibited to take with you past the airport security checkpoint.
This item is allowed in your hold baggage that is checked-in at the bag-drop counter before security. 
A person carrying this item after the airport security checkpoint is considered to be a risk or threat to the security of the airport and the flight. Prohibited items detected at security control points will be discarded and will not be returned. "
harpoon,prohibited,"Your item is prohibited to take with you past the airport security checkpoint.
The person carrying this item is considered to be a risk or threat to the security of the airport and the flight. Prohibited items detected at security control points will be discarded and will not be returned."
hatchet,prohibited,"Your item is prohibited to take with you past the airport security checkpoint.
The person carrying this item is considered to be a risk or threat to the security of the airport and the flight. Prohibited items detected at security control points will be discarded and will not be returned."
hiking stick,prohibited,"Your item is prohibited to take with you past the airport security checkpoint.
This item is allowed in your hold baggage that is checked-in at the bag-drop counter before security. 
A person carrying this item after the airport security checkpoint is considered to be a risk or threat to the security of the airport and the flight. Prohibited items detected at security control points will be discarded and will not be returned. "
ice axe,prohibited,"Your item is prohibited to take with you past the airport security checkpoint.
The person carrying this item is considered to be a risk or threat to the security of the airport and the flight. Prohibited items detected at security control points will be discarded and will not be returned."
ice pick,prohibited,"Your item is prohibited to take with you past the airport security checkpoint.
The person carrying this item is considered to be a risk or threat to the security of the airport and the flight. Prohibited items detected at security control points will be discarded and will not be returned."
ice skate,prohibited,"Your item is prohibited to take with you past the airport security checkpoint.
This item is allowed in your hold baggage that is checked-in at the bag-drop counter before security. 
A person carrying this item after the airport security checkpoint is considered to be a risk or threat to the security of the airport and the flight. Prohibited items detected at security control points will be discarded and will not be returned. "
imitation explosive device,prohibited,"Your item is prohibited to take with you past the airport security checkpoint.
This item is allowed in your hold baggage that is checked-in at the bag-drop counter before security. 
A person carrying this item after the airport security checkpoint is considered to be a risk or threat to the security of the airport and the flight. Prohibited items detected at security control points will be discarded and will not be returned. "
incapacitating chemical,prohibited,"Your item is prohibited to take with you past the airport security checkpoint.
The person carrying this item is considered to be a risk or threat to the security of the airport and the flight. Prohibited items detected at security control points will be discarded and will not be returned."
javelin,prohibited,"Your item is prohibited to take with you past the airport security checkpoint.
The person carrying this item is considered to be a risk or threat to the security of the airport and the flight. Prohibited items detected at security control points will be discarded and will not be returned."
knife,prohibited,"Your item is prohibited to take with you past the airport security checkpoint.
This item is allowed in your hold baggage that is checked-in at the bag-drop counter before security. 
A person carrying this item after the airport security checkpoint is considered to be a risk or threat to the security of the airport and the flight. Prohibited items detected at security control points will be discarded and will not be returned. "
leatherman tool,prohibited,"Your item is prohibited to take with you past the airport security checkpoint.
This item is allowed in your hold baggage that is checked-in at the bag-drop counter before security. 
A person carrying this item after the airport security checkpoint is considered to be a risk or threat to the security of the airport and the flight. Prohibited items detected at security control points will be discarded and will not be returned. "
machete,prohibited,"Your item is prohibited to take with you past the airport security checkpoint.
The person carrying this item is considered to be a risk or threat to the security of the airport and the flight. Prohibited items detected at security control points will be discarded and will not be returned."
mine,prohibited,"Your item is prohibited to take with you past the airport security checkpoint.
The person carrying this item is considered to be a risk or threat to the security of the airport and the flight. Prohibited items detected at security control points will be discarded and will not be returned."
paddle,prohibited,"Your item is prohibited to take with you past the airport security checkpoint.
This item is allowed in your hold baggage that is checked-in at the bag-drop counter before security. 
A person carrying this item after the airport security checkpoint is considered to be a risk or threat to the security of the airport and the flight. Prohibited items detected at security control points will be discarded and will not be returned. "
pellet gun,prohibited,"Your item is prohibited to take with you past the airport security checkpoint.
The person carrying this item is considered to be a risk or threat to the security of the airport and the flight. Prohibited items detected at security control points will be discarded and will not be returned."
pepper spray,prohibited,"Your item is prohibited to take with you past the airport security checkpoint.
This item is allowed in your hold baggage that is checked-in at the bag-drop counter before security. 
A person carrying this item after the airport security checkpoint is considered to be a risk or threat to the security of the airport and the flight. Prohibited items detected at security control points will be discarded and will not be returned. "
pistol,prohibited,"Your item is prohibited to take with you past the airport security checkpoint.
The person carrying this item is considered to be a risk or threat to the security of the airport and the flight. Prohibited items detected at security control points will be discarded and will not be returned."
printer cartridge,prohibited,"Your item is prohibited to take with you past the airport security checkpoint.
This item is allowed in your hold baggage that is checked-in at the bag-drop counter before security. 
A person carrying this item after the airport security checkpoint is considered to be a risk or threat to the security of the airport and the flight. Prohibited items detected at security control points will be discarded and will not be returned. "
razor blade,prohibited,"Your item is prohibited to take with you past the airport security checkpoint.
This item is allowed in your hold baggage that is checked-in at the bag-drop counter before security. 
A person carrying this item after the airport security checkpoint is considered to be a risk or threat to the security of the airport and the flight. Prohibited items detected at security control points will be discarded and will not be returned. "
revolver,prohibited,"Your item is prohibited to take with you past the airport security checkpoint.
The person carrying this item is considered to be a risk or threat to the security of the airport and the flight. Prohibited items detected at security control points will be discarded and will not be returned."
rifle,prohibited,"Your item is prohibited to take with you past the airport security checkpoint.
The person carrying this item is considered to be a risk or threat to the security of the airport and the flight. Prohibited items detected at security control points will be discarded and will not be returned."
sabre,prohibited,"Your item is prohibited to take with you past the airport security checkpoint.
The person carrying this item is considered to be a risk or threat to the security of the airport and the flight. Prohibited items detected at security control points will be discarded and will not be returned."
saw,prohibited,"Your item is prohibited to take with you past the airport security checkpoint.
This item is allowed in your hold baggage that is checked-in at the bag-drop counter before security. 
A person carrying this item after the airport security checkpoint is considered to be a risk or threat to the security of the airport and the flight. Prohibited items detected at security control points will be discarded and will not be returned. "
screwdriver ,prohibited,"Your item is prohibited to take with you past the airport security checkpoint.
This item is allowed in your hold baggage that is checked-in at the bag-drop counter before security. 
A person carrying this item after the airport security checkpoint is considered to be a risk or threat to the security of the airport and the flight. Prohibited items detected at security control points will be discarded and will not be returned. "
shotgun,prohibited,"Your item is prohibited to take with you past the airport security checkpoint.
The person carrying this item is considered to be a risk or threat to the security of the airport and the flight. Prohibited items detected at security control points will be discarded and will not be returned."
signal flare pistol,prohibited,"Your item is prohibited to take with you past the airport security checkpoint.
The person carrying this item is considered to be a risk or threat to the security of the airport and the flight. Prohibited items detected at security control points will be discarded and will not be returned."
slingshot,prohibited,"Your item is prohibited to take with you past the airport security checkpoint.
This item is allowed in your hold baggage that is checked-in at the bag-drop counter before security. 
A person carrying this item after the airport security checkpoint is considered to be a risk or threat to the security of the airport and the flight. Prohibited items detected at security control points will be discarded and will not be returned. "
smoke generating canister,prohibited,"Your item is prohibited to take with you past the airport security checkpoint.
The person carrying this item is considered to be a risk or threat to the security of the airport and the flight. Prohibited items detected at security control points will be discarded and will not be returned."
smoke generating cartridge,prohibited,"Your item is prohibited to take with you past the airport security checkpoint.
The person carrying this item is considered to be a risk or threat to the security of the airport and the flight. Prohibited items detected at security control points will be discarded and will not be returned."
spear gun,prohibited,"Your item is prohibited to take with you past the airport security checkpoint.
The person carrying this item is considered to be a risk or threat to the security of the airport and the flight. Prohibited items detected at security control points will be discarded and will not be returned."
sports parachute,prohibited,"Your item is prohibited to take with you past the airport security checkpoint.
This item is allowed in your hold baggage that is checked-in at the bag-drop counter before security. 
A person carrying this item after the airport security checkpoint is considered to be a risk or threat to the security of the airport and the flight. Prohibited items detected at security control points will be discarded and will not be returned. "
starter pistol,prohibited,"Your item is prohibited to take with you past the airport security checkpoint.
The person carrying this item is considered to be a risk or threat to the security of the airport and the flight. Prohibited items detected at security control points will be discarded and will not be returned."
stun gun,prohibited,"Your item is prohibited to take with you past the airport security checkpoint.
The person carrying this item is considered to be a risk or threat to the security of the airport and the flight. Prohibited items detected at security control points will be discarded and will not be returned."
swiss army knife,prohibited,"Your item is prohibited to take with you past the airport security checkpoint.
This item is allowed in your hold baggage that is checked-in at the bag-drop counter before security. 
A person carrying this item after the airport security checkpoint is considered to be a risk or threat to the security of the airport and the flight. Prohibited items detected at security control points will be discarded and will not be returned. "
sword,prohibited,"Your item is prohibited to take with you past the airport security checkpoint.
The person carrying this item is considered to be a risk or threat to the security of the airport and the flight. Prohibited items detected at security control points will be discarded and will not be returned."
taser,prohibited,"Your item is prohibited to take with you past the airport security checkpoint.
The person carrying this item is considered to be a risk or threat to the security of the airport and the flight. Prohibited items detected at security control points will be discarded and will not be returned."
tear gas,prohibited,"Your item is prohibited to take with you past the airport security checkpoint.
The person carrying this item is considered to be a risk or threat to the security of the airport and the flight. Prohibited items detected at security control points will be discarded and will not be returned."
toy gun,prohibited,"Your item is prohibited to take with you past the airport security checkpoint.
This item is allowed in your hold baggage that is checked-in at the bag-drop counter before security. 
A person carrying this item after the airport security checkpoint is considered to be a risk or threat to the security of the airport and the flight. Prohibited items detected at security control points will be discarded and will not be returned. "
turpentine ,prohibited,"Your item is prohibited to take with you past the airport security checkpoint.
The person carrying this item is considered to be a risk or threat to the security of the airport and the flight. Prohibited items detected at security control points will be discarded and will not be returned."
moisturiser,waring,"Your item is permitted past the security checkpoint but certain instructions need to be kept in mind!
You are allowed to bring liquids, aerosols and gels, but they need to meet the following restrictions:
All of your liquids need to be in containers, smaller than 100 ml (3.4 oz)
All of them together should fit inside a transparent, re-sealable, airtight bag, no bigger than 1 liter (34 oz). This transparent bag needs to be presented separately during security screening.
This restriction does not apply to liquids that were purchased in the airside shops and packed in a security tamper-evident bag."
after sun cream,warning,"Your item is permitted past the security checkpoint but certain instructions need to be kept in mind!
You are allowed to bring liquids, aerosols and gels, but they need to meet the following restrictions:
All of your liquids need to be in containers, smaller than 100 ml (3.4 oz)
All of them together should fit inside a transparent, re-sealable, airtight bag, no bigger than 1 liter (34 oz). This transparent bag needs to be presented separately during security screening.
This restriction does not apply to liquids that were purchased in the airside shops and packed in a security tamper-evident bag."
alcohol beverage,warning,"Your item is permitted past the security checkpoint but certain instructions need to be kept in mind!
You are allowed to bring liquids, aerosols and gels, but they need to meet the following restrictions:
All of your liquids need to be in containers, smaller than 100 ml (3.4 oz)
All of them together should fit inside a transparent, re-sealable, airtight bag, no bigger than 1 liter (34 oz). This transparent bag needs to be presented separately during security screening.
This restriction does not apply to liquids that were purchased in the airside shops and packed in a security tamper-evident bag."
anti-bacterial cream,warning,"Your item is permitted past the security checkpoint but certain instructions need to be kept in mind!
You are allowed to bring liquids, aerosols and gels, but they need to meet the following restrictions:
All of your liquids need to be in containers, smaller than 100 ml (3.4 oz)
All of them together should fit inside a transparent, re-sealable, airtight bag, no bigger than 1 liter (34 oz). This transparent bag needs to be presented separately during security screening.
This restriction does not apply to liquids that were purchased in the airside shops and packed in a security tamper-evident bag."
baby food,warning,"Your item is permitted past the security checkpoint but certain instructions need to be kept in mind!
Liquids and gels to nourish baby’s, do not need to meet the 100 ml liquid rule, but must be removed from your carry-on luggage, declared to screeners before going through security, and are subject to additional screening."
blender,warning,"Your item is permitted past the security checkpoint but certain instructions need to be kept in mind!
Electronic devices larger than 15 x 21 cm, including laptops, full-size video-game consoles, full-size DVD players... must be removed from their cases, placed in a separate bin, and screened individually at the security checkpoint. 
Portable electronic items that are smaller than 15 x 21 cm, do not have to be removed from baggage during screening. For the blender, the blades need to be removed."
blood sugar test kit,warning,"Your item is permitted past the security checkpoint but certain instructions need to be kept in mind!
Syringes for medical purposes are allowed through security but you must always carry a medical certificate stating the diagnosis and the required medication. Present this item and certificate at the security checkpoint."
bottle,warning,"Your item is permitted past the security checkpoint but certain instructions need to be kept in mind!
Make sure the bottle is empty before going through security check. If your bottle is not empty, it needs to meet the following restrictions:
All of your liquids need to be in containers, smaller than 100 ml (3.4 oz)
All of them together should fit inside a transparent, re-sealable, airtight bag, no bigger than 1 liter (34 oz). This transparent bag needs to be presented separately during security screening.
This restriction does not apply to liquids that were purchased in the airside shops and packed in a security tamper-evident bag."
breast milk,warning,"Your item is permitted past the security checkpoint but certain instructions need to be kept in mind!
Liquids and gels to nourish baby’s, do not need to meet the 100 ml liquid rule, but must be removed from your carry-on luggage, declared to screeners before going through security, and are subject to additional screening."
calculator,warning,"Your item is permitted past the security checkpoint but certain instructions need to be kept in mind!
Electronic devices larger than 15 x 21 cm, including laptops, full-size video-game consoles, full-size DVD players... must be removed from their cases, placed in a separate bin, and screened individually at the security checkpoint. 
Portable electronic items that are smaller than 15 x 21 cm, do not have to be removed from baggage during screening. "
cane,warning,"Your item is permitted past the security checkpoint but certain instructions need to be kept in mind!
Passengers with reduced mobility or other health issues who depend on certain devices or medical equipment may carry the following items free of charge (in addition to the freehand luggage allowance):
-2 wheelchairs
-2 pairs of crutches and/or braces or any other prosthetic device
-Medical equipment such as pacemakers, insulin pumps, electric neuron stimulator… needed during the flight. "
child car seat,warning,"Your item is permitted past the security checkpoint but certain instructions need to be kept in mind!
All types of baby strollers, including baby backpacks, must be labeled at check-in. They may be used up to the aircraft entrance but will be folded and stored in the hold during the flight. Upon arrival at your final destination, the strollers will be delivered to you at the aircraft door.
If you have booked a seat for your child, you can bring your own child seat on board if:
-You are using an approved car seat/child restraint device.
-You pass by our check-in desks to receive the approval.
-The device is in perfect working order."
cologne,warning,"Your item is permitted past the security checkpoint but certain instructions need to be kept in mind!
You are allowed to bring liquids, aerosols and gels, but they need to meet the following restrictions:
All of your liquids need to be in containers, smaller than 100 ml (3.4 oz)
All of them together should fit inside a transparent, re-sealable, airtight bag, no bigger than 1 liter (34 oz). This transparent bag needs to be presented separately during security screening.
This restriction does not apply to liquids that were purchased in the airside shops and packed in a security tamper-evident bag."
concealer,warning,"Your item is permitted past the security checkpoint but certain instructions need to be kept in mind!
You are allowed to bring liquids, aerosols and gels, but they need to meet the following restrictions:
All of your liquids need to be in containers, smaller than 100 ml (3.4 oz)
All of them together should fit inside a transparent, re-sealable, airtight bag, no bigger than 1 liter (34 oz). This transparent bag needs to be presented separately during security screening.
This restriction does not apply to liquids that were purchased in the airside shops and packed in a security tamper-evident bag."
conditioner,warning,"Your item is permitted past the security checkpoint but certain instructions need to be kept in mind!
You are allowed to bring liquids, aerosols and gels, but they need to meet the following restrictions:
All of your liquids need to be in containers, smaller than 100 ml (3.4 oz)
All of them together should fit inside a transparent, re-sealable, airtight bag, no bigger than 1 liter (34 oz). This transparent bag needs to be presented separately during security screening.
This restriction does not apply to liquids that were purchased in the airside shops and packed in a security tamper-evident bag."
contact lens solution,warning,"Your item is permitted past the security checkpoint but certain instructions need to be kept in mind!
You are allowed to bring liquids, aerosols and gels, but they need to meet the following restrictions:
All of your liquids need to be in containers, smaller than 100 ml (3.4 oz)
All of them together should fit inside a transparent, re-sealable, airtight bag, no bigger than 1 liter (34 oz). This transparent bag needs to be presented separately during security screening.
This restriction does not apply to liquids that were purchased in the airside shops and packed in a security tamper-evident bag."
cream,warning,"Your item is permitted past the security checkpoint but certain instructions need to be kept in mind!
You are allowed to bring liquids, aerosols and gels, but they need to meet the following restrictions:
All of your liquids need to be in containers, smaller than 100 ml (3.4 oz)
All of them together should fit inside a transparent, re-sealable, airtight bag, no bigger than 1 liter (34 oz). This transparent bag needs to be presented separately during security screening.
This restriction does not apply to liquids that were purchased in the airside shops and packed in a security tamper-evident bag."
crochet needle,warning,"Your item is permitted past the security checkpoint but certain instructions need to be kept in mind!
You are allowed to carry-on small tools like nail clippers, pill cutters, and small scissors with blades measuring 6 cm (2 inches) or less from the pivot point. All other tools should be securely wrapped (if sharp) and packed in hold baggage. "
crutches,warning,"Your item is permitted past the security checkpoint but certain instructions need to be kept in mind!
Passengers with reduced mobility or other health issues who depend on certain devices or medical equipment may carry the following items free of charge (in addition to the freehand luggage allowance):
-2 wheelchairs
-2 pairs of crutches and/or braces or any other prosthetic device
-Medical equipment such as pacemakers, insulin pumps, electric neuron stimulator… needed during the flight. "
deodrant,warning,"Your item is permitted past the security checkpoint but certain instructions need to be kept in mind!
You are allowed to bring liquids, aerosols and gels, but they need to meet the following restrictions:
All of your liquids need to be in containers, smaller than 100 ml (3.4 oz)
All of them together should fit inside a transparent, re-sealable, airtight bag, no bigger than 1 liter (34 oz). This transparent bag needs to be presented separately during security screening.
This restriction does not apply to liquids that were purchased in the airside shops and packed in a security tamper-evident bag."
digital cameras,warning,"Your item is permitted past the security checkpoint but certain instructions need to be kept in mind!
Electronic devices larger than 15 x 21 cm, including laptops, full-size video-game consoles, full-size DVD players... must be removed from their cases, placed in a separate bin, and screened individually at the security checkpoint. 
Portable electronic items that are smaller than 15 x 21 cm, do not have to be removed from baggage during screening. "
